Respondent ID,Collector ID,Start_Date,End_Date,Consent,Age,Gender,Continent,Highest_Education,SES,Social_media_used_most,Hours_use,Seen_vaccines_post,SM_influence,Trust_most,MMR_autism,Disease_rare,Parents_decide,Neurological_problems,Handle_multiple,CDC_not_trustworthy,Follow_recommendation,Vaccine_risk,Measles_efficacy,Avoid_death,Data_publicity,Protect_immunocompromised
10163913780,215297112,8/16/18 3:22,8/16/18 3:25,"I agree to consent, data use, and terms listed above.",18-24,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Middle Class,Instagram,3-4,No,I have not seen anything about vaccines on social media,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I am unsure,I am unsure,I believe this is true
10163892232,215297906,8/16/18 3:00,8/16/18 3:05,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, Other",Associates Degree (2 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163882942,215297112,8/16/18 2:52,8/16/18 2:54,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163873401,215297112,8/16/18 2:41,8/16/18 2:45,"I agree to consent, data use, and terms listed above.",35-44,Female,Australia/ Oceania,"Professional/Doctoral Degree (PhD, MD, DC etc..)",Lower Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure,I am unsure,I believe this is true
10163868794,215297112,8/16/18 2:34,8/16/18 3:01,"I agree to consent, data use, and terms listed above.",65+,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is true
10163866208,215297112,8/16/18 2:34,8/16/18 2:37,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163860792,215297112,8/16/18 2:28,8/16/18 2:30,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,5-6,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163855586,215297112,8/16/18 2:22,8/16/18 2:24,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,Master's Degree,Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163848358,215297112,8/16/18 2:14,8/16/18 2:16,"I agree to consent, data use, and terms listed above.",35-44,Female,Australia/ Oceania,"Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163845570,215297112,8/16/18 2:11,8/16/18 2:13,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163826397,215297112,8/16/18 1:51,8/16/18 1:53,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,3-4,No,I have not seen anything about vaccines on social media,Doctors,I am unsure,I am unsure,I believe this is true,I am unsure,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I am unsure
10163808491,215297112,8/16/18 1:30,8/16/18 1:34,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true
10163802082,215297112,8/16/18 1:22,8/16/18 1:26,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163790453,215297112,8/16/18 1:08,8/16/18 1:11,"I agree to consent, data use, and terms listed above.",55-64,Male,Europe,Master's Degree,Lower Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true
10163790005,215297906,8/16/18 1:07,8/16/18 1:10,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Internet,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true
10163788151,215297112,8/16/18 1:06,8/16/18 1:09,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States",High school (grade level 9-12/13),Lower Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163777739,215297906,8/16/18 0:53,8/16/18 0:56,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Internet,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true
10163777599,215297112,8/16/18 0:53,8/16/18 0:54,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163774068,215297906,8/16/18 0:48,8/16/18 0:51,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163758376,215297906,8/16/18 0:28,8/16/18 0:33,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Associates Degree (2 year college/university degree),Upper Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Doctors,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure,I believe this is true,I am unsure
10163752839,215297112,8/16/18 0:21,8/16/18 0:23,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163738350,215297112,8/16/18 0:02,8/16/18 0:05,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163737714,215297112,8/16/18 0:01,8/16/18 0:04,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, Other",Master's Degree,Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163737257,215297112,8/16/18 0:01,8/16/18 0:03,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Lower Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163736782,215297112,8/16/18 0:00,8/16/18 0:02,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163731856,215297112,8/15/18 23:54,8/15/18 23:57,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure,I believe this is true
10163731705,215297112,8/15/18 23:54,8/15/18 23:58,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163730758,215297112,8/15/18 23:53,8/15/18 23:57,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Upper Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163727848,215297112,8/15/18 23:50,8/15/18 23:52,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,The government,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163725681,215297112,8/15/18 23:47,8/15/18 23:49,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163725246,215297112,8/15/18 23:46,8/15/18 23:53,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Peers/Friends,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true
10163722428,215297112,8/15/18 23:43,8/15/18 23:46,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163722128,214745505,8/15/18 23:43,8/15/18 23:45,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163712821,215297112,8/15/18 23:32,8/15/18 23:38,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Master's Degree,Upper Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163712095,215297112,8/15/18 23:32,8/15/18 23:34,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163706746,215297112,8/15/18 23:27,8/15/18 23:29,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163702841,215297112,8/15/18 23:23,8/15/18 23:25,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Lower Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163702715,215297112,8/15/18 23:22,8/15/18 23:25,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Master's Degree,Middle Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true
10163696072,215297112,8/15/18 23:15,8/15/18 23:19,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163695940,215297112,8/15/18 23:15,8/15/18 23:18,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163695846,215297112,8/15/18 23:15,8/15/18 23:18,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",High school (grade level 9-12/13),Lower Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163690770,215297112,8/15/18 23:10,8/15/18 23:13,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Family,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true
10163686168,215297112,8/15/18 23:04,8/15/18 23:09,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,3-4,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Doctors,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I am unsure,I am unsure
10163685322,215297906,8/15/18 23:04,8/15/18 23:06,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, Other",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Internet,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true
10163678696,215297112,8/15/18 22:56,8/15/18 22:59,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,No,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163676540,215297112,8/15/18 22:53,8/15/18 22:57,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163676152,215297906,8/15/18 22:54,8/15/18 22:57,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, Other",High school (grade level 9-12/13),Lower Class,Facebook,0-2,No,I have not seen anything about vaccines on social media,Doctors,I am unsure,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure
10163675153,215297112,8/15/18 22:52,8/15/18 22:55,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Master's Degree,Middle Class,Twitter,3-4,No,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163674659,215297112,8/15/18 22:52,8/15/18 22:54,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true
10163670234,215297112,8/15/18 22:46,8/15/18 22:49,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163668969,215297112,8/15/18 22:45,8/15/18 22:50,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Associates Degree (2 year college/university degree),Upper Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are worse then I thought previously),Internet,I am unsure,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I am unsure,I am unsure,I am unsure,I am unsure,I am unsure
10163667730,215297112,8/15/18 22:44,8/15/18 22:47,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Facebook,5-6,No,I have not seen anything about vaccines on social media,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is true,I am unsure,I am unsure
10163667517,215297112,8/15/18 22:43,8/15/18 22:47,"I agree to consent, data use, and terms listed above.",55-64,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,No,I have not seen anything about vaccines on social media,Doctors,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I am unsure,I am unsure,I believe this is true,I am unsure
10163665679,215297112,8/15/18 22:41,8/15/18 22:51,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Peers/Friends,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163664238,215297112,8/15/18 22:40,8/15/18 22:42,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163664181,215297112,8/15/18 22:40,8/15/18 22:41,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Internet,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163663911,215297112,8/15/18 22:39,8/15/18 22:41,"I agree to consent, data use, and terms listed above.",35-44,Female,Europe,Bachelor Degree (4 year college/university degree),Middle Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163662264,215297112,8/15/18 22:36,8/15/18 22:39,"I agree to consent, data use, and terms listed above.",18-24,Male,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163662243,215297112,8/15/18 22:37,8/15/18 22:41,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163659864,215297112,8/15/18 22:35,8/15/18 22:38,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Master's Degree,Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true
10163658084,215297112,8/15/18 22:32,8/15/18 22:35,"I agree to consent, data use, and terms listed above.",35-44,Male,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10163658043,215297112,8/15/18 22:33,8/15/18 22:35,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163657324,215297112,8/15/18 22:32,8/15/18 22:35,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,7-8,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I am unsure,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10163657216,214745505,8/15/18 22:32,8/15/18 22:35,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,3-4,No,I have not seen anything about vaccines on social media,Doctors,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I believe this is NOT true
